,idx_test,idx_train,text_test,text_train,score
233,11,5,"Świecą gęsto jak gwiazdy, widać z liczby pługów","I w Ostrej świecisz Bramie! Ty, co gród zamkowy",0.0
234,9,5,"Widać, że okolica obfita we zboże,","I w Ostrej świecisz Bramie! Ty, co gród zamkowy",0.0
235,7,5,"I stodołę miał wielką, i przy niej trzy stogi","I w Ostrej świecisz Bramie! Ty, co gród zamkowy",0.0
236,6,5,"Dom mieszkalny niewielki, lecz zewsząd chędogi,","I w Ostrej świecisz Bramie! Ty, co gród zamkowy",0.0
237,4,5,"Tym bielsze, że odbite od ciemnej zieleni","I w Ostrej świecisz Bramie! Ty, co gród zamkowy",0.0
238,3,5,"Świeciły się z daleka pobielane ściany,","I w Ostrej świecisz Bramie! Ty, co gród zamkowy",0.0
239,2,5,"Stał dwór szlachecki, z drzewa, lecz podmurowany;","I w Ostrej świecisz Bramie! Ty, co gród zamkowy",0.0
240,1,5,"Na pagórku niewielkim, we brzozowym gaju,","I w Ostrej świecisz Bramie! Ty, co gród zamkowy",0.0
241,17,4,"Że gościnna, i wszystkich w gościnę zaprasza.","    Panno święta, co Jasnej bronisz Częstochowy",0.0
242,4,4,"Tym bielsze, że odbite od ciemnej zieleni","    Panno święta, co Jasnej bronisz Częstochowy",0.0
243,16,4,"Brama na wciąż otwarta przechodniom ogłasza,","    Panno święta, co Jasnej bronisz Częstochowy",0.0
244,15,4,Że w tym domu dostatek mieszka i porządek.,"    Panno święta, co Jasnej bronisz Częstochowy",0.0
245,14,4,Uprawne dobrze na kształt ogrodowych grządek:,"    Panno święta, co Jasnej bronisz Częstochowy",0.0
246,13,4,"Czarnoziemne, zapewne należne do dworu,","    Panno święta, co Jasnej bronisz Częstochowy",0.0
247,12,4,"Orzących wcześnie łany ogromne ugoru,","    Panno święta, co Jasnej bronisz Częstochowy",0.0
248,11,4,"Świecą gęsto jak gwiazdy, widać z liczby pługów","    Panno święta, co Jasnej bronisz Częstochowy",0.0
249,9,4,"Widać, że okolica obfita we zboże,","    Panno święta, co Jasnej bronisz Częstochowy",0.0
250,7,4,"I stodołę miał wielką, i przy niej trzy stogi","    Panno święta, co Jasnej bronisz Częstochowy",0.0
251,6,4,"Dom mieszkalny niewielki, lecz zewsząd chędogi,","    Panno święta, co Jasnej bronisz Częstochowy",0.0
252,16,2,"Brama na wciąż otwarta przechodniom ogłasza,",Kto cię stracił. Dziś piękność twą w całej ozdobie,0.0
253,14,2,Uprawne dobrze na kształt ogrodowych grządek:,Kto cię stracił. Dziś piękność twą w całej ozdobie,0.0
254,6,11,"Dom mieszkalny niewielki, lecz zewsząd chędogi,","Iść za wrócone życie podziękować Bogu),",0.0
255,13,0,"Czarnoziemne, zapewne należne do dworu,",    Litwo! Ojczyzno moja! ty jesteś jak zdrowie:,0.0
256,5,1,"Topoli, co go bronią od wiatrów jesieni.","Ile cię trzeba cenić, ten tylko się dowie,",0.0
257,4,1,"Tym bielsze, że odbite od ciemnej zieleni","Ile cię trzeba cenić, ten tylko się dowie,",0.0
258,2,1,"Stał dwór szlachecki, z drzewa, lecz podmurowany;","Ile cię trzeba cenić, ten tylko się dowie,",0.0
259,1,1,"Na pagórku niewielkim, we brzozowym gaju,","Ile cię trzeba cenić, ten tylko się dowie,",0.0
260,0,1,"    Śród takich pól przed laty, nad brzegiem ruczaju,","Ile cię trzeba cenić, ten tylko się dowie,",0.0
261,17,0,"Że gościnna, i wszystkich w gościnę zaprasza.",    Litwo! Ojczyzno moja! ty jesteś jak zdrowie:,0.0
262,16,0,"Brama na wciąż otwarta przechodniom ogłasza,",    Litwo! Ojczyzno moja! ty jesteś jak zdrowie:,0.0
263,15,0,Że w tym domu dostatek mieszka i porządek.,    Litwo! Ojczyzno moja! ty jesteś jak zdrowie:,0.0
264,14,0,Uprawne dobrze na kształt ogrodowych grządek:,    Litwo! Ojczyzno moja! ty jesteś jak zdrowie:,0.0
265,12,0,"Orzących wcześnie łany ogromne ugoru,",    Litwo! Ojczyzno moja! ty jesteś jak zdrowie:,0.0
266,7,1,"I stodołę miał wielką, i przy niej trzy stogi","Ile cię trzeba cenić, ten tylko się dowie,",0.0
267,10,0,"I widać z liczby kopic, co wzdłuż i wszerz smugów",    Litwo! Ojczyzno moja! ty jesteś jak zdrowie:,0.0
268,9,0,"Widać, że okolica obfita we zboże,",    Litwo! Ojczyzno moja! ty jesteś jak zdrowie:,0.0
269,8,0,"Użątku, co pod strzechą zmieścić się nie może.",    Litwo! Ojczyzno moja! ty jesteś jak zdrowie:,0.0
270,7,0,"I stodołę miał wielką, i przy niej trzy stogi",    Litwo! Ojczyzno moja! ty jesteś jak zdrowie:,0.0
271,6,0,"Dom mieszkalny niewielki, lecz zewsząd chędogi,",    Litwo! Ojczyzno moja! ty jesteś jak zdrowie:,0.0
272,5,0,"Topoli, co go bronią od wiatrów jesieni.",    Litwo! Ojczyzno moja! ty jesteś jak zdrowie:,0.0
273,4,0,"Tym bielsze, że odbite od ciemnej zieleni",    Litwo! Ojczyzno moja! ty jesteś jak zdrowie:,0.0
274,3,0,"Świeciły się z daleka pobielane ściany,",    Litwo! Ojczyzno moja! ty jesteś jak zdrowie:,0.0
275,2,0,"Stał dwór szlachecki, z drzewa, lecz podmurowany;",    Litwo! Ojczyzno moja! ty jesteś jak zdrowie:,0.0
276,6,1,"Dom mieszkalny niewielki, lecz zewsząd chędogi,","Ile cię trzeba cenić, ten tylko się dowie,",0.0
277,9,1,"Widać, że okolica obfita we zboże,","Ile cię trzeba cenić, ten tylko się dowie,",0.0
278,13,2,"Czarnoziemne, zapewne należne do dworu,",Kto cię stracił. Dziś piękność twą w całej ozdobie,0.0
279,3,2,"Świeciły się z daleka pobielane ściany,",Kto cię stracił. Dziś piękność twą w całej ozdobie,0.0
280,12,2,"Orzących wcześnie łany ogromne ugoru,",Kto cię stracił. Dziś piękność twą w całej ozdobie,0.0
281,11,2,"Świecą gęsto jak gwiazdy, widać z liczby pługów",Kto cię stracił. Dziś piękność twą w całej ozdobie,0.0
282,10,2,"I widać z liczby kopic, co wzdłuż i wszerz smugów",Kto cię stracił. Dziś piękność twą w całej ozdobie,0.0
283,9,2,"Widać, że okolica obfita we zboże,",Kto cię stracił. Dziś piękność twą w całej ozdobie,0.0
284,8,2,"Użątku, co pod strzechą zmieścić się nie może.",Kto cię stracił. Dziś piękność twą w całej ozdobie,0.0
285,7,2,"I stodołę miał wielką, i przy niej trzy stogi",Kto cię stracił. Dziś piękność twą w całej ozdobie,0.0
286,6,2,"Dom mieszkalny niewielki, lecz zewsząd chędogi,",Kto cię stracił. Dziś piękność twą w całej ozdobie,0.0
287,5,2,"Topoli, co go bronią od wiatrów jesieni.",Kto cię stracił. Dziś piękność twą w całej ozdobie,0.0
288,4,2,"Tym bielsze, że odbite od ciemnej zieleni",Kto cię stracił. Dziś piękność twą w całej ozdobie,0.0
289,2,2,"Stał dwór szlachecki, z drzewa, lecz podmurowany;",Kto cię stracił. Dziś piękność twą w całej ozdobie,0.0
290,10,1,"I widać z liczby kopic, co wzdłuż i wszerz smugów","Ile cię trzeba cenić, ten tylko się dowie,",0.0
291,1,2,"Na pagórku niewielkim, we brzozowym gaju,",Kto cię stracił. Dziś piękność twą w całej ozdobie,0.0
292,0,2,"    Śród takich pól przed laty, nad brzegiem ruczaju,",Kto cię stracił. Dziś piękność twą w całej ozdobie,0.0
293,17,1,"Że gościnna, i wszystkich w gościnę zaprasza.","Ile cię trzeba cenić, ten tylko się dowie,",0.0
294,16,1,"Brama na wciąż otwarta przechodniom ogłasza,","Ile cię trzeba cenić, ten tylko się dowie,",0.0
295,15,1,Że w tym domu dostatek mieszka i porządek.,"Ile cię trzeba cenić, ten tylko się dowie,",0.0
296,14,1,Uprawne dobrze na kształt ogrodowych grządek:,"Ile cię trzeba cenić, ten tylko się dowie,",0.0
297,13,1,"Czarnoziemne, zapewne należne do dworu,","Ile cię trzeba cenić, ten tylko się dowie,",0.0
298,12,1,"Orzących wcześnie łany ogromne ugoru,","Ile cię trzeba cenić, ten tylko się dowie,",0.0
299,11,1,"Świecą gęsto jak gwiazdy, widać z liczby pługów","Ile cię trzeba cenić, ten tylko się dowie,",0.0
300,13,5,"Czarnoziemne, zapewne należne do dworu,","I w Ostrej świecisz Bramie! Ty, co gród zamkowy",0.0
301,14,5,Uprawne dobrze na kształt ogrodowych grządek:,"I w Ostrej świecisz Bramie! Ty, co gród zamkowy",0.0
302,15,5,Że w tym domu dostatek mieszka i porządek.,"I w Ostrej świecisz Bramie! Ty, co gród zamkowy",0.0
303,7,9,"I stodołę miał wielką, i przy niej trzy stogi","Ofiarowany, martwą podniosłem powiekę;",0.0
304,16,9,"Brama na wciąż otwarta przechodniom ogłasza,","Ofiarowany, martwą podniosłem powiekę;",0.0
305,15,9,Że w tym domu dostatek mieszka i porządek.,"Ofiarowany, martwą podniosłem powiekę;",0.0
306,14,9,Uprawne dobrze na kształt ogrodowych grządek:,"Ofiarowany, martwą podniosłem powiekę;",0.0
307,13,9,"Czarnoziemne, zapewne należne do dworu,","Ofiarowany, martwą podniosłem powiekę;",0.0
308,12,9,"Orzących wcześnie łany ogromne ugoru,","Ofiarowany, martwą podniosłem powiekę;",0.0
309,11,9,"Świecą gęsto jak gwiazdy, widać z liczby pługów","Ofiarowany, martwą podniosłem powiekę;",0.0
310,10,9,"I widać z liczby kopic, co wzdłuż i wszerz smugów","Ofiarowany, martwą podniosłem powiekę;",0.0
311,9,9,"Widać, że okolica obfita we zboże,","Ofiarowany, martwą podniosłem powiekę;",0.0
312,8,9,"Użątku, co pod strzechą zmieścić się nie może.","Ofiarowany, martwą podniosłem powiekę;",0.0
313,6,9,"Dom mieszkalny niewielki, lecz zewsząd chędogi,","Ofiarowany, martwą podniosłem powiekę;",0.0
314,0,10,"    Śród takich pól przed laty, nad brzegiem ruczaju,","I zaraz mogłem pieszo, do Twych świątyń progu",0.0
315,5,9,"Topoli, co go bronią od wiatrów jesieni.","Ofiarowany, martwą podniosłem powiekę;",0.0
316,4,9,"Tym bielsze, że odbite od ciemnej zieleni","Ofiarowany, martwą podniosłem powiekę;",0.0
317,3,9,"Świeciły się z daleka pobielane ściany,","Ofiarowany, martwą podniosłem powiekę;",0.0
318,2,9,"Stał dwór szlachecki, z drzewa, lecz podmurowany;","Ofiarowany, martwą podniosłem powiekę;",0.0
319,1,9,"Na pagórku niewielkim, we brzozowym gaju,","Ofiarowany, martwą podniosłem powiekę;",0.0
320,0,9,"    Śród takich pól przed laty, nad brzegiem ruczaju,","Ofiarowany, martwą podniosłem powiekę;",0.0
321,17,8,"Że gościnna, i wszystkich w gościnę zaprasza.","(Gdy od płaczącej matki, pod Twoją opiekę",0.0
322,16,8,"Brama na wciąż otwarta przechodniom ogłasza,","(Gdy od płaczącej matki, pod Twoją opiekę",0.0
323,15,8,Że w tym domu dostatek mieszka i porządek.,"(Gdy od płaczącej matki, pod Twoją opiekę",0.0
324,17,9,"Że gościnna, i wszystkich w gościnę zaprasza.","Ofiarowany, martwą podniosłem powiekę;",0.0
325,1,10,"Na pagórku niewielkim, we brzozowym gaju,","I zaraz mogłem pieszo, do Twych świątyń progu",0.0
326,16,5,"Brama na wciąż otwarta przechodniom ogłasza,","I w Ostrej świecisz Bramie! Ty, co gród zamkowy",0.0
327,14,10,Uprawne dobrze na kształt ogrodowych grządek:,"I zaraz mogłem pieszo, do Twych świątyń progu",0.0
328,5,11,"Topoli, co go bronią od wiatrów jesieni.","Iść za wrócone życie podziękować Bogu),",0.0
329,4,11,"Tym bielsze, że odbite od ciemnej zieleni","Iść za wrócone życie podziękować Bogu),",0.0
330,3,11,"Świeciły się z daleka pobielane ściany,","Iść za wrócone życie podziękować Bogu),",0.0
331,2,11,"Stał dwór szlachecki, z drzewa, lecz podmurowany;","Iść za wrócone życie podziękować Bogu),",0.0
332,1,11,"Na pagórku niewielkim, we brzozowym gaju,","Iść za wrócone życie podziękować Bogu),",0.0
333,1,0,"Na pagórku niewielkim, we brzozowym gaju,",    Litwo! Ojczyzno moja! ty jesteś jak zdrowie:,0.0
334,17,10,"Że gościnna, i wszystkich w gościnę zaprasza.","I zaraz mogłem pieszo, do Twych świątyń progu",0.0
335,16,10,"Brama na wciąż otwarta przechodniom ogłasza,","I zaraz mogłem pieszo, do Twych świątyń progu",0.0
336,15,10,Że w tym domu dostatek mieszka i porządek.,"I zaraz mogłem pieszo, do Twych świątyń progu",0.0
337,12,10,"Orzących wcześnie łany ogromne ugoru,","I zaraz mogłem pieszo, do Twych świątyń progu",0.0
338,2,10,"Stał dwór szlachecki, z drzewa, lecz podmurowany;","I zaraz mogłem pieszo, do Twych świątyń progu",0.0
339,11,10,"Świecą gęsto jak gwiazdy, widać z liczby pługów","I zaraz mogłem pieszo, do Twych świątyń progu",0.0
340,10,10,"I widać z liczby kopic, co wzdłuż i wszerz smugów","I zaraz mogłem pieszo, do Twych świątyń progu",0.0
341,9,10,"Widać, że okolica obfita we zboże,","I zaraz mogłem pieszo, do Twych świątyń progu",0.0
342,8,10,"Użątku, co pod strzechą zmieścić się nie może.","I zaraz mogłem pieszo, do Twych świątyń progu",0.0
343,7,10,"I stodołę miał wielką, i przy niej trzy stogi","I zaraz mogłem pieszo, do Twych świątyń progu",0.0
344,6,10,"Dom mieszkalny niewielki, lecz zewsząd chędogi,","I zaraz mogłem pieszo, do Twych świątyń progu",0.0
345,5,10,"Topoli, co go bronią od wiatrów jesieni.","I zaraz mogłem pieszo, do Twych świątyń progu",0.0
346,4,10,"Tym bielsze, że odbite od ciemnej zieleni","I zaraz mogłem pieszo, do Twych świątyń progu",0.0
347,3,10,"Świeciły się z daleka pobielane ściany,","I zaraz mogłem pieszo, do Twych świątyń progu",0.0
348,14,8,Uprawne dobrze na kształt ogrodowych grządek:,"(Gdy od płaczącej matki, pod Twoją opiekę",0.0
349,13,8,"Czarnoziemne, zapewne należne do dworu,","(Gdy od płaczącej matki, pod Twoją opiekę",0.0
350,12,8,"Orzących wcześnie łany ogromne ugoru,","(Gdy od płaczącej matki, pod Twoją opiekę",0.0
351,9,6,"Widać, że okolica obfita we zboże,",Nowogródzki ochraniasz z jego wiernym ludem!,0.0
352,0,7,"    Śród takich pól przed laty, nad brzegiem ruczaju,",Jak mnie dziecko do zdrowia powróciłaś cudem,0.0
353,17,6,"Że gościnna, i wszystkich w gościnę zaprasza.",Nowogródzki ochraniasz z jego wiernym ludem!,0.0
354,16,6,"Brama na wciąż otwarta przechodniom ogłasza,",Nowogródzki ochraniasz z jego wiernym ludem!,0.0
355,15,6,Że w tym domu dostatek mieszka i porządek.,Nowogródzki ochraniasz z jego wiernym ludem!,0.0
356,14,6,Uprawne dobrze na kształt ogrodowych grządek:,Nowogródzki ochraniasz z jego wiernym ludem!,0.0
357,13,6,"Czarnoziemne, zapewne należne do dworu,",Nowogródzki ochraniasz z jego wiernym ludem!,0.0
358,12,6,"Orzących wcześnie łany ogromne ugoru,",Nowogródzki ochraniasz z jego wiernym ludem!,0.0
359,11,6,"Świecą gęsto jak gwiazdy, widać z liczby pługów",Nowogródzki ochraniasz z jego wiernym ludem!,0.0
360,10,6,"I widać z liczby kopic, co wzdłuż i wszerz smugów",Nowogródzki ochraniasz z jego wiernym ludem!,0.0
361,8,6,"Użątku, co pod strzechą zmieścić się nie może.",Nowogródzki ochraniasz z jego wiernym ludem!,0.0
362,11,8,"Świecą gęsto jak gwiazdy, widać z liczby pługów","(Gdy od płaczącej matki, pod Twoją opiekę",0.0
363,7,6,"I stodołę miał wielką, i przy niej trzy stogi",Nowogródzki ochraniasz z jego wiernym ludem!,0.0
364,6,6,"Dom mieszkalny niewielki, lecz zewsząd chędogi,",Nowogródzki ochraniasz z jego wiernym ludem!,0.0
365,5,6,"Topoli, co go bronią od wiatrów jesieni.",Nowogródzki ochraniasz z jego wiernym ludem!,0.0
366,4,6,"Tym bielsze, że odbite od ciemnej zieleni",Nowogródzki ochraniasz z jego wiernym ludem!,0.0
367,3,6,"Świeciły się z daleka pobielane ściany,",Nowogródzki ochraniasz z jego wiernym ludem!,0.0
368,2,6,"Stał dwór szlachecki, z drzewa, lecz podmurowany;",Nowogródzki ochraniasz z jego wiernym ludem!,0.0
369,1,6,"Na pagórku niewielkim, we brzozowym gaju,",Nowogródzki ochraniasz z jego wiernym ludem!,0.0
370,0,6,"    Śród takich pól przed laty, nad brzegiem ruczaju,",Nowogródzki ochraniasz z jego wiernym ludem!,0.0
371,17,5,"Że gościnna, i wszystkich w gościnę zaprasza.","I w Ostrej świecisz Bramie! Ty, co gród zamkowy",0.0
372,1,7,"Na pagórku niewielkim, we brzozowym gaju,",Jak mnie dziecko do zdrowia powróciłaś cudem,0.0
373,2,7,"Stał dwór szlachecki, z drzewa, lecz podmurowany;",Jak mnie dziecko do zdrowia powróciłaś cudem,0.0
374,3,7,"Świeciły się z daleka pobielane ściany,",Jak mnie dziecko do zdrowia powróciłaś cudem,0.0
375,4,7,"Tym bielsze, że odbite od ciemnej zieleni",Jak mnie dziecko do zdrowia powróciłaś cudem,0.0
376,10,8,"I widać z liczby kopic, co wzdłuż i wszerz smugów","(Gdy od płaczącej matki, pod Twoją opiekę",0.0
377,9,8,"Widać, że okolica obfita we zboże,","(Gdy od płaczącej matki, pod Twoją opiekę",0.0
378,7,8,"I stodołę miał wielką, i przy niej trzy stogi","(Gdy od płaczącej matki, pod Twoją opiekę",0.0
379,6,8,"Dom mieszkalny niewielki, lecz zewsząd chędogi,","(Gdy od płaczącej matki, pod Twoją opiekę",0.0
380,3,8,"Świeciły się z daleka pobielane ściany,","(Gdy od płaczącej matki, pod Twoją opiekę",0.0
381,2,8,"Stał dwór szlachecki, z drzewa, lecz podmurowany;","(Gdy od płaczącej matki, pod Twoją opiekę",0.0
382,1,8,"Na pagórku niewielkim, we brzozowym gaju,","(Gdy od płaczącej matki, pod Twoją opiekę",0.0
383,0,8,"    Śród takich pól przed laty, nad brzegiem ruczaju,","(Gdy od płaczącej matki, pod Twoją opiekę",0.0
384,17,7,"Że gościnna, i wszystkich w gościnę zaprasza.",Jak mnie dziecko do zdrowia powróciłaś cudem,0.0
385,16,7,"Brama na wciąż otwarta przechodniom ogłasza,",Jak mnie dziecko do zdrowia powróciłaś cudem,0.0
386,15,7,Że w tym domu dostatek mieszka i porządek.,Jak mnie dziecko do zdrowia powróciłaś cudem,0.0
387,14,7,Uprawne dobrze na kształt ogrodowych grządek:,Jak mnie dziecko do zdrowia powróciłaś cudem,0.0
388,12,7,"Orzących wcześnie łany ogromne ugoru,",Jak mnie dziecko do zdrowia powróciłaś cudem,0.0
389,10,7,"I widać z liczby kopic, co wzdłuż i wszerz smugów",Jak mnie dziecko do zdrowia powróciłaś cudem,0.0
390,9,7,"Widać, że okolica obfita we zboże,",Jak mnie dziecko do zdrowia powróciłaś cudem,0.0
391,8,7,"Użątku, co pod strzechą zmieścić się nie może.",Jak mnie dziecko do zdrowia powróciłaś cudem,0.0
392,7,7,"I stodołę miał wielką, i przy niej trzy stogi",Jak mnie dziecko do zdrowia powróciłaś cudem,0.0
393,6,7,"Dom mieszkalny niewielki, lecz zewsząd chędogi,",Jak mnie dziecko do zdrowia powróciłaś cudem,0.0
394,5,7,"Topoli, co go bronią od wiatrów jesieni.",Jak mnie dziecko do zdrowia powróciłaś cudem,0.0
395,17,21,"Że gościnna, i wszystkich w gościnę zaprasza.","Zieloną, na niej z rzadka ciche grusze siedzą.",0.0
